,alpha,beta_Mkt-RF,beta_SMB,beta_HML,beta_RMW,beta_CMA,beta_RF
2024-06-12,0.019115369495445123,0.012567656713153599,0.012863979221145766,0.012911555503370874,-0.0161283833798537,-0.0305599044454304,-1.7422458195367199
2024-06-13,-0.010422766848394716,0.014526218376317249,0.015385338463978021,0.008845782516604346,-0.010691888715134656,-0.02554068426284163,-0.26967570438989696
2024-06-14,0.006516473338120221,0.013734969319326634,0.015360017783197455,0.007069539653672782,-0.01027870820596577,-0.0246655828979572,-1.1163191284859977
2024-06-17,0.014551519767017851,0.013371032465563204,0.015404569231656229,0.00606398973357028,-0.010924932416806532,-0.024312056419554556,-1.513367442104709
2024-06-18,0.03027965234698904,0.013096425109613063,0.014683675749405822,0.005106966723265716,-0.011143324074650518,-0.024146839516527185,-2.262543680027534
2024-06-20,0.03570823435512693,0.014287263061210032,0.015579033993113445,0.0008126529015251918,-0.009443021235220034,-0.01939415903821473,-2.5532695294726864
2024-06-21,0.025640495214904746,0.014186946032064593,0.01616296587838062,0.00011703772714861949,-0.009764336162480403,-0.01899346375393629,-2.062838274064461
2024-06-24,0.05761345878963908,0.01406902570659676,0.014446883267384858,-0.0015972879096143727,-0.010175767663119034,-0.019776700971303962,-3.647330385145324
2024-06-25,0.0455992403804526,0.013644173344143279,0.014443215849467894,-0.0013547579525287137,-0.01030029556374154,-0.021947653283775792,-3.0618757453660237
2024-06-26,0.04489277039498596,0.013312000211622231,0.013602922836345455,-0.0007467662275025613,-0.01013984634106882,-0.022992436431622063,-3.0113779695832363
2024-06-27,0.04800795823126691,0.01384244546592453,0.014185032823454513,-0.001129282778488415,-0.00923854691994258,-0.022597869023743597,-3.1830050153261027
2024-06-28,0.038781224896341726,0.013565939774306764,0.015048530268844645,-0.0005564940148923385,-0.009045441951201189,-0.023074696334405148,-2.7199989697655838
2024-07-01,0.03693085241114602,0.011653401322152902,0.015572624543298497,3.3895468084584046e-05,-0.00898975413162123,-0.02497185131786349,-2.5974609744818054
2024-07-02,0.04303752897773094,0.01294035415572383,0.015288144399908082,-0.0027667266113463166,-0.010291553580194346,-0.021513690421633896,-2.8855603463689476
2024-07-03,0.04654712432778929,0.014364025859606555,0.01506837060881372,-0.0051147810022384565,-0.010157047294664129,-0.017407459926788063,-3.0337292595306735
2024-07-05,0.04170176166466355,0.01445178129522616,0.01668039012628933,-0.005350556912362504,-0.008639122793023701,-0.015058880724909629,-2.7982508869863523
2024-07-08,0.03595357815344613,0.01543543900950085,0.01717185737696031,-0.0028419408644673808,-0.008169075627930567,-0.017367161120587532,-2.578998744491628
2024-07-09,0.046664660379757805,0.016315661505073163,0.01397938449437039,-0.0015055988019048944,-0.010997793919297172,-0.014901937515411606,-3.0670502965133437
2024-07-10,0.04315614496433717,0.012027345287385176,0.015024087869684566,-0.0007440791455732498,-0.010186535586342138,-0.019029537234234797,-2.877323644330886
2024-07-11,0.06888579738377665,0.016297449586352136,0.006285976257361464,-0.0035515266930955386,-0.009803762158545587,-0.011013326049534804,-4.189680579329092
2024-07-12,0.0687357939532216,0.016088211265218956,0.005931179041616941,-0.0027486925086438532,-0.00971029570424048,-0.011706955736433532,-4.192850211470386
2024-07-15,0.062136449044174924,0.015983002050588058,0.007133891561296901,-0.001005158490064547,-0.009722901640268483,-0.014750570124173804,-3.841969192878196
2024-07-16,0.0636310724618987,0.01585055066351862,0.006888791453810383,-0.0017034645649665614,-0.009545942523724038,-0.014427564940279651,-3.9256848277522067
2024-07-17,0.06268990423599519,0.015037838040433701,0.00663364512324463,-0.0004078001848490942,-0.009376163525816855,-0.015301803168857868,-3.8653448343595755
2024-07-18,0.06175487278151337,0.015075984377925107,0.007499987491946414,-0.0011871880450988123,-0.009594203174061428,-0.015855494900262238,-3.8556694147223993
2024-07-19,0.06137544073702195,0.014375816919785216,0.007533153610092103,-0.0008632229880272332,-0.010083746735095017,-0.017648575674199002,-3.8108588865952697
2024-07-22,0.061691492695086225,0.013741156291015386,0.006939712622382119,0.00019364582627585947,-0.010237926250562635,-0.01908459909146825,-3.8213510567309754
2024-07-23,0.06361853686489383,0.014460413337415037,0.005710749128999604,0.0009444429938866156,-0.010005382050205958,-0.018677632086802374,-3.9426971724305417
2024-07-24,0.0632632159831985,0.016439165985120185,0.005994868247732904,-6.377536595534444e-05,-0.009663781353733053,-0.01708585505748504,-3.9699595740028144
2024-07-25,0.06140331734564519,0.01668019848870031,0.006580725161294265,-0.0014184063471218006,-0.008445389666234565,-0.01660652879969337,-3.864529373364576
2024-07-26,0.06684084795083045,0.01462615525015398,0.006027791374901073,-0.0018058871624248088,-0.009966194477472712,-0.01627126250244869,-4.108857554154724
2024-07-29,0.0749033281765783,0.01429613874774329,0.005787364170779602,-0.001872433658140188,-0.011072867595778024,-0.01618739349884918,-4.474944573746825
2024-07-30,0.069918341996825,0.013815407126241887,0.00562416156265913,-0.004862400100070982,-0.011906044612982947,-0.010268376360410015,-4.2565526375638
2024-07-31,0.07103834087813254,0.014144289555558534,0.005673551119918935,-0.005051999213005753,-0.011585757440273348,-0.009827685554034056,-4.305456755795262
2024-08-01,0.09349143228450174,0.015349582527846932,0.004499120923188382,-0.00383895551246434,-0.012923117870645595,-0.012692977891608143,-5.334999985663785
2024-08-02,0.11324639274132231,0.019992320289486,0.0028021013169780284,0.00031600811973023744,-0.01577495354595193,-0.017063020343176943,-6.324930058774498
2024-08-05,0.11565651759963913,0.021638111590654083,0.0027950993978723693,0.0007498604694559363,-0.015015578275399788,-0.01715903203524184,-6.458630241751621
2024-08-06,0.12858555736381305,0.022992837083700327,0.0029130044040674152,0.0008956518919530864,-0.015201203132800767,-0.016349595901586224,-7.001065821577868
2024-08-07,0.17195054797522324,0.023555085645869417,0.0005059513565817964,0.002959150220671912,-0.015255465585289119,-0.017313449641505017,-8.989188630183094
2024-08-08,0.15562491801505374,0.022929479599349288,0.00010362584422413113,0.0038714839341870214,-0.01515866588460546,-0.01818410415661611,-8.266299238660054
2024-08-09,0.12078239174570271,0.022718397875526,-1.5865806221898593e-05,0.0039624031384982855,-0.01444839422509231,-0.01820091949831021,-6.654560789930429
2024-08-12,0.12378179946908219,0.022992033409384313,-0.0017230641983371209,0.004253141905570926,-0.01659857465676612,-0.017202364761854605,-6.731127859125081
2024-08-13,0.16827251309080893,0.02209161970139766,-0.0027315869852560515,0.004948343127258392,-0.017673521457079122,-0.01806498073741416,-8.814471524785404
2024-08-14,0.02973254243914525,0.021230499282941566,0.0025841320398619083,0.0006537829210892798,-0.009424763257871893,-0.01657303658521955,-2.4211314127067
2024-08-15,-0.0019202429079392402,0.021623725324402553,0.0026511990382564465,0.0012198546699963425,-0.009250881127479182,-0.015649505750024315,-0.9480768313778754
2024-08-16,-0.013090388648603124,0.021811505355655455,0.002120087331074161,0.002130936217972529,-0.010025036779899299,-0.015176490701007132,-0.40765750746413687
2024-08-19,0.09969257965712686,0.02093947106167415,-0.0009942647552609873,0.002640218685853568,-0.016181397683077026,-0.015588177389769385,-5.610716415050547
2024-08-20,0.10668744785896678,0.02107653973521453,-0.0011947556538636217,0.0030230234315856974,-0.01677279615906735,-0.015095613607735398,-5.949340194227261
2024-08-21,0.03352554537244856,0.01991359165813554,5.67104608955038e-05,0.0019211257314011992,-0.016239057359502374,-0.013504616441507383,-2.573709220702085
2024-08-22,0.060724025405868076,0.0198242848368229,-2.6405275337149092e-05,0.0017051165242378333,-0.016397462135065877,-0.01481510545329695,-3.8162324507638914
2024-08-23,-0.09455142711345133,0.022091784927755813,0.001016234891555834,0.004926391954889933,-0.015703349801674316,-0.013414368778610075,3.3566350227279145
2024-08-26,-0.2143613282584056,0.02396645733476538,-0.0017219616563740603,0.0068658377054715974,-0.0192880042577126,-0.018175178334300823,8.853926379352288
2024-08-27,-0.18712283833354348,0.024571083198143034,-0.002307344103636033,0.007612528313962613,-0.01799744820030519,-0.01706257533708002,7.620915150909241
2024-08-28,-0.14893612638240938,0.02436237775152672,-0.0024466323941157997,0.006654903810633408,-0.019760558837701503,-0.016322530745648843,5.816446030712996
2024-08-29,-0.12989209662743662,0.023942909595046056,-0.004065891133245569,0.006630053079403781,-0.02167771018679604,-0.0142549351808412,4.938085020807648
2024-08-30,-0.12129859741322235,0.02301027651148619,-0.002503113431493509,0.005099649694310676,-0.01995601629752053,-0.013718886864018155,4.520855707670307
2024-09-03,-0.05659008205222449,0.022657419131143657,-0.00177372589182756,0.004810766460932828,-0.01833473452857881,-0.013347653798853068,1.489637534621579
2024-09-04,-0.07383316002267293,0.022719875515577984,-0.002213993295233252,0.005267442889045428,-0.01825837236592126,-0.013063639905969135,2.300838501286762
2024-09-05,0.01736148235273305,0.02196824971953515,-0.0018806810894457793,0.003970169065677764,-0.017865028597224275,-0.011286894113831922,-1.9307909573492452
2024-09-06,0.025774026967027908,0.021657076448790002,-0.0016275204607730243,0.003541892898990845,-0.017505523746002588,-0.011171117992048892,-2.3118249176122845
2024-09-09,0.027936884105525195,0.021632701893941036,-0.0017531289759532692,0.0035932176422761447,-0.017711939911773875,-0.011111083444040222,-2.413477808484913
2024-09-10,0.02058565670559176,0.02156953680795881,-0.001838980962044226,0.0038558610404764437,-0.01808868598610015,-0.01105777530955157,-2.079286564134236
2024-09-11,0.04401403832375195,0.021530137982763264,-0.0027055440265994213,0.002691880649445255,-0.018426701308830576,-0.010051184477644824,-3.1227075893505116
2024-09-12,0.0784572529356069,0.0224208671617777,-0.00123288606577579,0.0017602125654864742,-0.014527670318036867,-0.01004708150146257,-4.69967718867872
2024-09-13,0.07314314517474685,0.022719242849013895,-0.0014558219988234644,0.0021294505778380324,-0.01424896439582829,-0.010173401181560527,-4.43554847810924
2024-09-16,0.0692190302374378,0.022589296883090013,-0.001551910702671161,0.0021112794206202268,-0.014656978794839431,-0.010058499820292843,-4.250648767623375
2024-09-17,0.0920499054266557,0.02347483103080408,-0.0012171184319098305,0.0026321793652427927,-0.01189058862362094,-0.010256445733570797,-5.334242169025515
2024-09-18,0.08851458419263558,0.02342549576948861,-0.0013033107415659495,0.003496435399506753,-0.01191061436454069,-0.009200486227476032,-5.138165679182748
2024-09-19,0.06309472864148091,0.021355810596542787,-0.0007667201471247276,0.003594709664835938,-0.011938014748282683,-0.005887066644628555,-3.9993038154095757
2024-09-20,0.0711305392066599,0.021258594025611248,-0.0010862157945071838,0.0038777960199894157,-0.012754893445021037,-0.005664361774665172,-4.385927484847571
2024-09-23,0.06845537942809976,0.021219440206052414,-0.000964402992873481,0.0038312416191045306,-0.012631688690385723,-0.005558733268537841,-4.265591027795267
2024-09-24,0.07245825637471448,0.021348016286385198,-0.0009615158201037033,0.003331460642761741,-0.012406408206076552,-0.006484562511776329,-4.4677016502291735
2024-09-25,0.06491419059782544,0.021454782018870276,-0.0006589902096418576,0.0034167765710520492,-0.0120640296292307,-0.00649028834282446,-4.123290190064495
2024-09-26,0.05854374649095284,0.022366102555576854,-0.0006802782622686854,0.003549032662260823,-0.01010663394608706,-0.008085557005422572,-3.810729125219723
2024-09-27,0.09363389403209155,0.02267641981471451,2.322321192238519e-06,0.004322707780561139,-0.008595284378887992,-0.008375503705314244,-5.443711939175273
2024-09-30,0.0756623077418137,0.02213355581516921,-0.0005540552613482186,0.002787098496435575,-0.012285974520434007,-0.011830774790741433,-4.576532401725331
2024-10-01,0.024458435071490925,0.02176377350817646,-0.0002089628981556818,0.002636475490843615,-0.014081734783470301,-0.010463680603560177,-2.1429594671271275
2024-10-02,0.030146405915155938,0.02178666980597648,0.000891922385305402,0.0014346848698133519,-0.012342456355156517,-0.011331828512653623,-2.4305331263059884
2024-10-03,0.030112036457413893,0.02279856399342695,0.00036130918933430234,0.0025743501552089876,-0.01154475676628959,-0.01100165323357105,-2.407897404032667
2024-10-04,0.0163453868628336,0.021406878359533317,0.0028161083794654186,0.0017360171591461401,-0.011401143394728676,-0.010185193786098862,-1.7447380457892336
2024-10-07,0.04457503671793628,0.02032098987444591,0.0030129426831158592,0.002009118395228148,-0.01185421293467439,-0.007224335130679285,-3.0700190770562017
2024-10-08,0.08702022118341102,0.020683218797990073,0.00027543796702967586,0.0007503192805620902,-0.013339781180540678,-0.006609496908295971,-5.11370419986838
2024-10-09,0.07178716052132694,0.019839770102500313,0.0008713969216988769,-5.2529363678354736e-05,-0.013624552915944166,-0.005930999645369644,-4.395667673512065
2024-10-10,0.06641940322176865,0.019675024986425503,0.0008923554849219785,-0.0021875099848944757,-0.014910053153415488,-0.007220608093814609,-4.160177112406018
2024-10-11,0.061286082817419985,0.019696819907897165,0.000580089907910971,-0.0022839852819955334,-0.012136387458801207,-0.005805735627120214,-3.908191354740353
2024-10-14,0.06403569876017956,0.020526200492232104,0.00025017084264789685,-0.0012926961974547534,-0.01043055639024093,-0.004044744092949781,-4.076844691075635
2024-10-15,0.05961305862808741,0.020765368159320854,0.0005235532476381794,-0.0015302124110700734,-0.009949590245784123,-0.0029042111377602167,-3.849710837445187
2024-10-16,0.05152985115409159,0.020077445609467445,0.001331421256389121,-0.002825785657675956,-0.011365128251323188,-0.004587152075299625,-3.4343569798021605
2024-10-17,0.04080329566463048,0.0194594732097173,0.0009744122053602054,-0.0021610570924308105,-0.013242940271263895,-0.0043291933888967,-2.912291846978519
2024-10-18,0.03899054125740631,0.019310011057160268,0.0015960938666349928,-0.00214185967522835,-0.012805293159754863,-0.00402177465772083,-2.8172195010597108
2024-10-21,0.03872636238366978,0.01970249622405304,0.0022195416573782016,-0.002503468054065843,-0.011708238403063901,-0.0039667926953961055,-2.7853292536054965
2024-10-22,0.042123909348532385,0.019741532840789097,0.002025725464329,-0.002039293874828145,-0.012124219438283942,-0.004100768759704684,-2.949862146236697
2024-10-23,0.03802630867736467,0.02010328275721586,0.0026046072354731433,-0.0016687105647509304,-0.011585096624764823,-0.0059354071127974434,-2.7218283466574746
2024-10-24,0.0384831460492745,0.020573576568425213,0.0026060664183441586,-0.001998328536404687,-0.009757125476725184,-0.004635737085085693,-2.7387772069317435
2024-10-25,0.03850443828492889,0.02121502624154631,0.002316469352147974,0.00017535396033121,-0.010955728152495153,-0.002108678379889298,-2.777521923990548
2024-10-28,0.029394304167521312,0.017291992832127456,0.004459209925988243,-0.003988395661040232,-0.0025880907399799405,0.007001931413689034,-2.2299663282306454
2024-10-29,0.014837311505766282,0.012282020899898733,0.005258181794455124,-0.005395715277772963,-0.007275462594638359,0.0076941318647144544,-1.4365022766521705
2024-10-30,0.020960234004237854,0.012040917680963052,0.005175940372620168,-0.0047229009107808625,-0.007422806833808854,0.007481418565069628,-1.7602967107166236
2024-10-31,0.007235924632173374,0.0203986361534158,0.0018281161600226421,-0.0036587780245683522,-0.010906528326357674,-0.000321541688798826,-1.257507862340546
2024-11-01,0.00500473132126511,0.022148140738985737,0.0013651509168271132,-0.0035176888771154546,-0.0109074794438612,-0.0015099147103375364,-1.1304930151158317
2024-11-04,0.004399793612363867,0.021513474404433068,0.0025284405286381696,-0.004570398274018245,-0.009642685225048983,-0.000523940261185029,-1.0830570607640482
2024-11-05,0.012389423732349636,0.021733673419561887,0.003235105079087741,-0.004065492418904443,-0.00976487093020792,-0.0014441794877981563,-1.535394454319544
2024-11-06,0.016288167782589902,0.034275627191286503,0.00304092833948948,0.006388333747013558,-0.0038224907197500907,-0.003679199917767939,-1.6817559065141552
2024-11-07,0.01794948522402362,0.03379447126470164,0.0030573802899149394,0.007692436861019333,-0.005221159759113619,-0.003707857131965319,-1.7898840940850391
2024-11-08,0.015203302978600952,0.033816272298014545,0.003760555847325635,0.006771456431629224,-0.006130666829331027,-0.00555938184387806,-1.6257781077609224
2024-11-11,0.01567571008052293,0.032525414762953814,0.004190515399675999,0.006826944568581576,-0.011539636087889053,-0.009833612081568334,-1.6403064201770192
2024-11-12,0.0033000602579988936,0.032865530955639974,0.0016971517096516793,0.008697321946613,-0.013756436499598339,-0.0065984641363121335,-0.9385389568947744
2024-11-13,0.0034473358757947103,0.03243610000080665,0.002721279056581662,0.007766540919179701,-0.014058271156753357,-0.00792586538688314,-0.9636305186745133
2024-11-14,-0.0004723730609006438,0.032422655221120575,0.002246476937184093,0.008479549569993253,-0.012333124206253383,-0.006443246285937974,-0.7202109488132322
2024-11-15,-0.0034913388479316243,0.03146008851274231,0.0010829594450531277,0.009962431098937205,-0.014639906661989357,-0.006621996194310448,-0.5402341281086649
2024-11-18,-0.00544137162102043,0.032117417228740903,-0.0009777986344300452,0.010159073824455316,-0.01640674499747748,-0.01073306354552199,-0.4028343204115714
2024-11-19,-0.005530505771767613,0.03221315919329969,-0.0010549279157363,0.01035585190317012,-0.015801336828478726,-0.010913419605296057,-0.4009985309665751
2024-11-20,-0.0011109380114722178,0.03196393841864941,-0.00031155175367760315,0.009833035008056164,-0.015699390132189395,-0.011656861231904153,-0.63291399006647
2024-11-21,-0.007102627211651447,0.03160688998182808,-0.0024196673299379592,0.010302388503877859,-0.014318659632252505,-0.015615152311050581,-0.3280540500606719
2024-11-22,-0.02140441368435453,0.030724951502156622,-0.001834400888884714,0.00938977636995568,-0.015425771986983569,-0.020783805199527647,0.4607013383772198
2024-11-25,-0.045962068211330864,0.03230663146303797,-0.004828109515150652,0.01108973539321337,-0.017427861490869754,-0.02133120417020222,1.8063045156841895
2024-11-26,-0.04097770865343109,0.03069704920640222,-0.0030495443265089826,0.011680571480550964,-0.020671041435584105,-0.018620911644165447,1.4922249042269726
2024-11-27,-0.049466083929149196,0.02939511797091244,-0.003099113296893441,0.011939790022541906,-0.023254637631197582,-0.01874690109016841,1.9780380157716309
2024-11-29,-0.04134657183377488,0.030176909420298187,-0.0034846831411440636,0.012707392541239485,-0.022596511205897313,-0.018857710998895244,1.5026479121816863
2024-12-02,-0.03455256406814011,0.03142044503331636,-0.0035461812837748272,0.01252757061732545,-0.021828326645072015,-0.01898321992361896,1.124974908730266
2024-12-03,-0.02845489695335912,0.032507074650483456,-0.005926653073772553,0.012997949045513666,-0.023659639767180447,-0.019771539752829616,0.8380817752857794
2024-12-04,-0.031429145431327354,0.03250867248475569,-0.0060010403796519505,0.012737540376081661,-0.02359620446805967,-0.020206803919904433,1.008757651909491
2024-12-05,-0.03169782283108624,0.030954169014174557,-0.004610384487796132,0.012724281948862985,-0.024374460458043305,-0.02177176420903206,0.9825046805922568
2024-12-06,-0.02425035957117705,0.029412958591723055,-0.006504096425277603,0.013402358785409785,-0.031077820791969805,-0.02525575774954933,0.5714318872565016
2024-12-09,-0.02651559710372209,0.029683272282454494,-0.0076674877501171045,0.013954752248036736,-0.03247383998493711,-0.025645861971811335,0.6782997827009325
2024-12-10,-0.03688290310715847,0.02981232869336187,-0.009555045533463417,0.015469027166215458,-0.03587883102211356,-0.024849756561643052,1.2299260801221976
2024-12-11,-0.039013694580256386,0.029291694492006744,-0.009963394310273523,0.01587311051817566,-0.03696968009048541,-0.024074125671702352,1.3205249468833813
2024-12-12,-0.02754335358125637,0.02916265490491601,-0.012030586337773624,0.01750520648741294,-0.037446904490062834,-0.023134152354128384,0.7536819891798245
2024-12-13,-0.03030384005164799,0.034081858269327206,-0.012794791884913784,0.017387511455373497,-0.03466163204217921,-0.0223414756860115,0.9653085642929753
2024-12-16,-0.028463397351203068,0.03357230377019606,-0.013065316615300127,0.01698976223773385,-0.03640871958774955,-0.024556441622349226,0.8759959873713825
2024-12-17,-0.035629077963088784,0.03424649144921419,-0.01368274443950979,0.017333161142244334,-0.03605058133708286,-0.024865436933802172,1.2634631679405501
2024-12-18,-0.03400790355277583,0.031502524395510406,-0.013004792780765714,0.017149637516802714,-0.03553309016422687,-0.023900901834903353,1.2126737036266206
2024-12-19,-0.038037236431836874,0.03141413517041104,-0.013678472302360259,0.017197874842824385,-0.03591407489442387,-0.023863639107002017,1.4560016134352907
2024-12-20,-0.05217816368185724,0.030593264176115367,-0.012271942740240314,0.016555876777599655,-0.03416866561356118,-0.023795220963476103,2.2430230017544233
2024-12-23,-0.04286288013364481,0.03019778496930612,-0.013548425295062472,0.01639758744759347,-0.03620471490704215,-0.026338537814032344,1.6407224789612371
2024-12-24,-0.05003659563958962,0.030987049749508416,-0.013717689027855424,0.0164454701521868,-0.0348047735665097,-0.02613064464159856,2.0729191959947997
2024-12-26,-0.04135537134520084,0.030270846068783337,-0.011701362477381929,0.015546667035427762,-0.033746990860511646,-0.025480016852931914,1.6376180699719143
2024-12-27,-0.04193342902425323,0.030322092801536842,-0.011624900776681369,0.015474407258515972,-0.033574488956462104,-0.025567423189082956,1.665449160880982
2024-12-30,-0.0393351076533861,0.029670072059168686,-0.010686407982448035,0.01538537916452179,-0.03290202404897234,-0.025350337287467717,1.5403332841877955
2024-12-31,-0.03342937341197816,0.030611376474808476,-0.01125754636934723,0.01589301335266297,-0.03405108873569604,-0.025403553825039726,1.2294220986366469
2025-01-02,-0.049718475249028726,0.0308230310420134,-0.012176737149424997,0.015621362701758106,-0.036264113919801146,-0.026900417850236405,2.1172067122108302
2025-01-03,-0.06386304330257175,0.027956893082241446,-0.009848877570423197,0.016161044051788354,-0.03492283891195616,-0.029016502355421532,2.8234793900626727
2025-01-06,-0.058573381399986246,0.0292292421555488,-0.011303560666229936,0.01689516302032949,-0.03489447977978689,-0.02910797307311243,2.565874932199307
2025-01-07,-0.04664603210894702,0.032054286440166,-0.010235237119243984,0.016108722677871345,-0.03268313571087307,-0.02297696413391265,1.862724153384434
2025-01-08,-0.04065061790573066,0.032485610239428676,-0.009879699383293639,0.016714975816235145,-0.03320961679189956,-0.02222746968114931,1.574203543194315
2025-01-10,-0.054358770870764905,0.030767562061278966,-0.009819161178951458,0.015633483008646337,-0.03121823785616909,-0.025379346610659326,2.346499122971906
2025-01-13,-0.05086142814090011,0.02980498106213173,-0.008981758701462953,0.014838978618285297,-0.032421398016303865,-0.02544134497515324,2.133620609288684
2025-01-14,-0.04994130630055427,0.03016015195553407,-0.008226574840152278,0.015620098050898704,-0.031630234849522036,-0.024597737454248002,2.119898757167391
2025-01-15,-0.045692759719108134,0.030336379786854974,-0.008047701841802521,0.015632849214041615,-0.031189947957600557,-0.024190562850179058,1.9042187657702954
2025-01-16,-0.04370019841905326,0.03062999825746424,-0.007920055252223047,0.015501247045967392,-0.0306415733310908,-0.023816042415259968,1.7867899439543038
2025-01-17,-0.04825978717370938,0.03047851716591509,-0.0066258363322435135,0.01545377133170106,-0.029783589975118763,-0.02424235672753468,2.0095926304566802
2025-01-21,-0.04867872352582325,0.03047680842693001,-0.006354156328265088,0.015291814826508314,-0.029728912068055516,-0.02397891268924579,2.035724863654437
2025-01-22,-0.046396196769148634,0.030299276143779655,-0.006461701496203051,0.015577927528321794,-0.029964414440665763,-0.023919021659369412,1.9235317445420606
2025-01-23,-0.04644943560801407,0.03017532410682615,-0.006322787795292856,0.015470026998275033,-0.029550385929708073,-0.024511130528329983,1.902429370361844
2025-01-24,-0.045285230610238925,0.03030001368600419,-0.006150029636330934,0.015310171004227248,-0.02931275661455278,-0.024103275087190075,1.833702951321314
2025-01-27,-0.030704609342801836,0.034967718484413456,-0.0009089908235932406,0.0105233544440132,-0.019829928201941294,-0.012337968558376461,1.0112638191210976
2025-01-28,-0.03115211302506471,0.035043707687505886,-0.0010066415611275463,0.010412945332036398,-0.019913778269871812,-0.012208908006041892,1.0412957320452705
2025-01-29,-0.03927290874264311,0.03466537726995756,-0.0006538349962490093,0.009955652549616029,-0.019229560299592524,-0.01344278505320586,1.497179910125638
2025-01-30,-0.008871199051437184,0.029809335516396192,0.0028280052723118725,0.010766464551459572,-0.020042823309044208,-0.008960234698212428,0.012864525670643445
2025-01-31,-0.0059881669413357486,0.03035946668741601,0.003647854784060333,0.010833692742118487,-0.01877996195145397,-0.007481066382742825,-0.1551695217857656
2025-02-03,0.004345672768365727,0.030783397190455877,0.0014373947247486862,0.011786400725549647,-0.020570371585625954,-0.009042532182154107,-0.7397629521772586
2025-02-04,-0.013702236391165412,0.031119210013934518,0.0009981420700847093,0.011770513338086323,-0.020445290481997266,-0.008981301469784434,0.23703011896619586
2025-02-05,-0.011223862012103014,0.025032945888116845,-0.0010906449147803227,0.007306884189356929,-0.024386918159666857,-0.007344515344280203,0.06360537761203489
2025-02-06,-0.032007305486030146,0.0237772927319658,-0.00034422500780974946,0.003508838192241369,-0.023397853049783313,-0.008487758015334163,1.1908955036859652
2025-02-07,-0.01618734842043046,0.021352239438833055,-0.0017795249674093239,0.004211963991533146,-0.0277435663900652,-0.007503941156761517,0.3618171969336572
2025-02-10,-0.012894251700556802,0.021346888579924637,-0.002547711399042009,0.003861080623284656,-0.026849380799011023,-0.006829217788146161,0.1497238974479984
2025-02-11,-0.010175205549276978,0.02048534639293815,-0.0014438352597921332,0.0029235868074557747,-0.02853851149942778,-0.008058658802614737,-0.035190545682112884
2025-02-12,-0.01779519981135813,0.020247323604716497,-0.004053350589604984,0.0033421804428446014,-0.03010534681345642,-0.00786605844854155,0.41706702900840753
2025-02-13,0.030989114048046718,0.023693852164816443,-0.002145883266086724,0.00462221666705509,-0.03066738715282742,-0.006429493357235309,-2.1945181710601247
2025-02-14,0.044547325413689665,0.024449128657286056,-0.0011142805816724273,0.003499912435919069,-0.02966935688459353,-0.006151410362033163,-2.953794819507692
2025-02-18,0.0415774051886606,0.022633617148340487,0.0032968844572321687,-0.00027411115547104625,-0.02511092769882918,-0.004724470778651662,-2.9126319419683284
2025-02-19,0.02320667387510067,0.021382411127525057,0.004487710447620419,-0.002218954658279197,-0.025764955678711496,-0.003588820695499286,-1.8743955910187537
2025-02-20,0.027976301553055194,0.021976954937805937,0.004215835874467709,-0.0015129960967002684,-0.026831431080152415,-0.00462990135361592,-2.1902966303558458
2025-02-21,-0.00289801273321455,0.02265883791843515,0.007935799268649565,-0.0014315224387406456,-0.02587419970231017,-0.00042979377346442915,-0.40589272631072504
2025-02-24,-0.004907699000752608,0.022612114727007592,0.00831807965077552,-0.0014329659582007492,-0.025932194375551623,-0.0005006113601324913,-0.2860814712952333
2025-02-25,-0.007876946693896159,0.022464722277897274,0.0056609257069112,-0.0007459460412986146,-0.02920623130782153,-0.0006108539026617454,-0.17777548273824095
2025-02-26,-0.025439578515010552,0.022884486201089814,0.0030576120217335172,-0.0014634762738941626,-0.029363720458741208,-0.0010097904175625574,0.850800597985284
2025-02-27,-0.004184101062897128,0.022883228161840893,0.0013036445940942352,0.000882182980230177,-0.030919328549633654,-0.003413549815821454,-0.34441679823677873
2025-02-28,-0.03371694848322182,0.021158970634574233,0.003931950338872767,-0.0010462414262727496,-0.029548323798782847,-0.002400250611737445,1.3509407665117976
2025-03-03,-0.040725415029399414,0.02132776736422673,0.004324105266851171,-0.001056640122737533,-0.02940368820229132,-0.00161684527701101,1.7395896433127405
2025-03-04,-0.048012373459124014,0.020713897058245383,0.005600933938914651,-0.00015755881000778515,-0.030380129826390725,-0.0004110764596587102,2.1281885252491293
2025-03-05,-0.048846197925267454,0.020557343494832958,0.0052255164780891684,-0.0004275626141942712,-0.03093060499743025,-0.0005649348445166194,2.180459136732509
2025-03-06,-0.04292912358349188,0.020346696492866814,0.0060107092092456585,-0.0004997765037829532,-0.030031520672583786,-0.0004013540157250389,1.8671908029795077
2025-03-07,-0.05306117132045696,0.020344663081396035,0.005472095091395991,0.000354386061508144,-0.02941426826020027,0.0011493745287430857,2.4073251817032997
2025-03-10,-0.06211931639308865,0.024064070405790422,0.0032192429598719707,0.0007700297811453205,-0.03145383143012426,-0.0027282483594117113,2.8750350327011347
2025-03-11,-0.06044244321644232,0.02461644325828302,0.0035034390811694294,0.0001091967430113111,-0.029722523445013208,-0.0038617643833726706,2.799710690909478
2025-03-12,-0.04639736284433038,0.025146798410411703,0.0025409745852711663,0.00013440618775898555,-0.030602303939575137,-0.0045744824832665565,2.0295692419019247
